order_id,item_name,item_id,item_cat,item_size
155,Brownie,It016,Bakery,
155,Iced Latte,It010,Drinks,Medium
156,Latte,It002,Drinks,Medium
156,Iced Latte,It010,Drinks,Medium
156,Herbal Tea,It020,Drinks,
156,Sandwich Salami&Mozzarella,It013,Bakery,
157,Donut,It024,Bakery,
157,Flat White,It003,Drinks,
157,Americano,It022,Drinks,Medium
158,Mocha,It006,Drinks,Medium
158,Hot Chocolate,It008,Drinks,Medium
158,Carrot Cake,It026,Bakery,
159,Iced Americano,It009,Drinks,Medium
159,Iced Tea,It011,Drinks,Medium
159,Caramel Macchiato,It004,Drinks,Medium
159,Espresso,It005,Drinks,
160,Espresso,It005,Drinks,
160,Lemonade,It012,Drinks,Medium
161,Caramel Macchiato,It004,Drinks,Medium
161,Sandwich Salami&Mozzarella,It013,Bakery,
162,Hot Chocolate,It008,Drinks,Medium
162,White Mocha,It007,Drinks,Medium
162,Brownie,It016,Bakery,
162,Sandwich Salami&Mozzarella,It013,Bakery,
163,Mocha,It006,Drinks,Medium
163,Iced Tea,It011,Drinks,Medium
164,Brownie,It016,Bakery,
164,Iced Tea,It011,Drinks,Medium
164,Toast,It014,Bakery,
165,Lemonade,It012,Drinks,Medium
165,Caramel Macchiato,It004,Drinks,Medium
165,White Mocha,It007,Drinks,Medium
165,Brownie,It016,Bakery,
166,Apple Pie,It025,Bakery,
166,Iced Americano,It009,Drinks,Medium
166,Donut,It024,Bakery,
167,Sandwich Salami&Mozzarella,It013,Bakery,
167,Brownie,It016,Bakery,
168,Iced Latte,It010,Drinks,Medium
168,Carrot Cake,It026,Bakery,
169,Brownie,It016,Bakery,
169,Iced Mocha,It021,Drinks,Medium
169,Lemonade,It012,Drinks,Medium
169,Caramel Macchiato,It004,Drinks,Medium
170,Hot Chocolate,It008,Drinks,Medium
170,Sandwich Salami&Mozzarella,It013,Bakery,
170,Lemonade,It012,Drinks,Medium
170,Cappuccino,It001,Drinks,Medium
171,Apple Pie,It025,Bakery,
171,Brownie,It016,Bakery,
172,White Mocha,It007,Drinks,Medium
172,Carrot Cake,It026,Bakery,
172,Croissant,It015,Bakery,
172,Lemonade,It012,Drinks,Medium
173,Iced Americano,It009,Drinks,Medium
173,Espresso,It005,Drinks,
173,Iced Mocha,It021,Drinks,Medium
174,Herbal Tea,It020,Drinks,
174,Americano,It022,Drinks,Medium
174,Tramisu,It023,Bakery,
174,Caramel Macchiato,It004,Drinks,Medium
175,Cappuccino,It001,Drinks,Medium
175,Sandwich Salami&Mozzarella,It013,Bakery,
175,Lemonade,It012,Drinks,Medium
175,Iced Americano,It009,Drinks,Medium
176,Cookie,It017,Bakery,
176,Lemonade,It012,Drinks,Medium
176,Donut,It024,Bakery,
176,Apple Pie,It025,Bakery,
177,Iced Latte,It010,Drinks,Medium
177,Flat White,It003,Drinks,
177,Cappuccino,It001,Drinks,Medium
177,Iced Mocha,It021,Drinks,Medium
178,Carrot Cake,It026,Bakery,
178,Espresso,It005,Drinks,
178,Americano,It022,Drinks,Medium
179,Brownie,It016,Bakery,
179,Caramel Macchiato,It004,Drinks,Medium
180,Lemonade,It012,Drinks,Medium
180,Latte,It002,Drinks,Medium
181,Sandwich Salami&Mozzarella,It013,Bakery,
181,Iced Americano,It009,Drinks,Medium
182,Americano,It022,Drinks,Medium
182,Toast,It014,Bakery,
182,Cheesecake,It018,Bakery,
183,Apple Pie,It025,Bakery,
183,Iced Tea,It011,Drinks,Medium
184,Flat White,It003,Drinks,
184,Cookie,It017,Bakery,
184,Carrot Cake,It026,Bakery,
185,Toast,It014,Bakery,
185,Americano,It022,Drinks,Medium
185,Iced Americano,It009,Drinks,Medium
186,Herbal Tea,It020,Drinks,
186,Donut,It024,Bakery,
186,Iced Latte,It010,Drinks,Medium
187,Sandwich Salami&Mozzarella,It013,Bakery,
187,Cookie,It017,Bakery,
187,Iced Mocha,It021,Drinks,Medium
187,Caramel Macchiato,It004,Drinks,Medium
188,Mocha,It006,Drinks,Medium
188,Croissant,It015,Bakery,
189,Cappuccino,It001,Drinks,Medium
189,Carrot Cake,It026,Bakery,
190,Apple Pie,It025,Bakery,
190,Iced Americano,It009,Drinks,Medium
190,Cookie,It017,Bakery,
190,Cheesecake,It018,Bakery,
191,Latte,It002,Drinks,Medium
191,Herbal Tea,It020,Drinks,
192,Iced Latte,It010,Drinks,Medium
192,Tea,It019,Drinks,
192,Mocha,It006,Drinks,Medium
192,Iced Tea,It011,Drinks,Medium
193,White Mocha,It007,Drinks,Medium
193,Flat White,It003,Drinks,
193,Americano,It022,Drinks,Medium
194,Croissant,It015,Bakery,
194,Herbal Tea,It020,Drinks,
195,Lemonade,It012,Drinks,Medium
195,Cookie,It017,Bakery,
196,Cappuccino,It001,Drinks,Medium
196,Cookie,It017,Bakery,
196,Tea,It019,Drinks,
196,Flat White,It003,Drinks,
197,Tramisu,It023,Bakery,
197,Apple Pie,It025,Bakery,
197,White Mocha,It007,Drinks,Medium
198,Tea,It019,Drinks,
198,Hot Chocolate,It008,Drinks,Medium
198,Iced Americano,It009,Drinks,Medium
198,Cheesecake,It018,Bakery,
199,Sandwich Salami&Mozzarella,It013,Bakery,
199,Iced Americano,It009,Drinks,Medium
199,Herbal Tea,It020,Drinks,
200,Caramel Macchiato,It004,Drinks,Medium
200,Cheesecake,It018,Bakery,
201,Iced Americano,It009,Drinks,Medium
201,Cappuccino,It001,Drinks,Medium
201,Iced Latte,It010,Drinks,Medium
202,Apple Pie,It025,Bakery,
202,Herbal Tea,It020,Drinks,
202,Croissant,It015,Bakery,
203,Iced Americano,It009,Drinks,Medium
203,Carrot Cake,It026,Bakery,
203,Cheesecake,It018,Bakery,
203,Sandwich Salami&Mozzarella,It013,Bakery,
204,Tea,It019,Drinks,
204,Donut,It024,Bakery,
204,Cappuccino,It001,Drinks,Medium
204,Iced Americano,It009,Drinks,Medium
205,Brownie,It016,Bakery,
205,Latte,It002,Drinks,Medium
206,Espresso,It005,Drinks,
206,Cappuccino,It001,Drinks,Medium
206,Tramisu,It023,Bakery,
207,Iced Mocha,It021,Drinks,Medium
207,Cheesecake,It018,Bakery,
207,Iced Latte,It010,Drinks,Medium
207,Hot Chocolate,It008,Drinks,Medium
208,Cheesecake,It018,Bakery,
208,Hot Chocolate,It008,Drinks,Medium
208,Croissant,It015,Bakery,
208,Tramisu,It023,Bakery,
209,Carrot Cake,It026,Bakery,
209,Americano,It022,Drinks,Medium
209,Toast,It014,Bakery,
210,Iced Tea,It011,Drinks,Medium
210,Iced Mocha,It021,Drinks,Medium
210,Espresso,It005,Drinks,
210,Tramisu,It023,Bakery,
211,Brownie,It016,Bakery,
211,Donut,It024,Bakery,
212,Iced Mocha,It021,Drinks,Medium
212,Espresso,It005,Drinks,
212,Brownie,It016,Bakery,
213,Iced Tea,It011,Drinks,Medium
213,Cappuccino,It001,Drinks,Medium
214,Carrot Cake,It026,Bakery,
214,Americano,It022,Drinks,Medium
214,Cappuccino,It001,Drinks,Medium
215,Croissant,It015,Bakery,
215,Brownie,It016,Bakery,
215,Flat White,It003,Drinks,
216,Tramisu,It023,Bakery,
216,Hot Chocolate,It008,Drinks,Medium
216,Carrot Cake,It026,Bakery,
216,Iced Mocha,It021,Drinks,Medium
217,Latte,It002,Drinks,Medium
217,Caramel Macchiato,It004,Drinks,Medium
217,Donut,It024,Bakery,
218,Tramisu,It023,Bakery,
218,Cheesecake,It018,Bakery,
218,Latte,It002,Drinks,Medium
218,Flat White,It003,Drinks,
219,Espresso,It005,Drinks,
219,Apple Pie,It025,Bakery,
220,Hot Chocolate,It008,Drinks,Medium
220,Iced Americano,It009,Drinks,Medium
220,Tramisu,It023,Bakery,
220,White Mocha,It007,Drinks,Medium
221,Americano,It022,Drinks,Medium
221,Cookie,It017,Bakery,
221,Espresso,It005,Drinks,
221,Tramisu,It023,Bakery,
222,Lemonade,It012,Drinks,Medium
222,Cookie,It017,Bakery,
222,Sandwich Salami&Mozzarella,It013,Bakery,
222,White Mocha,It007,Drinks,Medium
223,Sandwich Salami&Mozzarella,It013,Bakery,
223,Latte,It002,Drinks,Medium
223,Toast,It014,Bakery,
223,Iced Mocha,It021,Drinks,Medium
224,Tramisu,It023,Bakery,
224,Toast,It014,Bakery,
224,Iced Latte,It010,Drinks,Medium
225,Croissant,It015,Bakery,
225,Caramel Macchiato,It004,Drinks,Medium
225,Tramisu,It023,Bakery,
225,Iced Mocha,It021,Drinks,Medium
226,Americano,It022,Drinks,Medium
226,Tramisu,It023,Bakery,
226,Espresso,It005,Drinks,
226,Iced Latte,It010,Drinks,Medium
227,Carrot Cake,It026,Bakery,
227,Cappuccino,It001,Drinks,Medium
227,Hot Chocolate,It008,Drinks,Medium
227,Tea,It019,Drinks,
228,Cappuccino,It001,Drinks,Medium
228,Iced Americano,It009,Drinks,Medium
228,Hot Chocolate,It008,Drinks,Medium
228,Lemonade,It012,Drinks,Medium
229,Mocha,It006,Drinks,Medium
229,Americano,It022,Drinks,Medium
230,Toast,It014,Bakery,
230,White Mocha,It007,Drinks,Medium
231,Croissant,It015,Bakery,
231,Mocha,It006,Drinks,Medium
231,Hot Chocolate,It008,Drinks,Medium
231,Caramel Macchiato,It004,Drinks,Medium
232,Tramisu,It023,Bakery,
232,Sandwich Salami&Mozzarella,It013,Bakery,
232,Latte,It002,Drinks,Medium
233,Latte,It002,Drinks,Medium
233,Cappuccino,It001,Drinks,Medium
233,Iced Latte,It010,Drinks,Medium
233,Iced Mocha,It021,Drinks,Medium
234,Apple Pie,It025,Bakery,
234,Sandwich Salami&Mozzarella,It013,Bakery,
235,Croissant,It015,Bakery,
235,Cookie,It017,Bakery,
235,Tea,It019,Drinks,
235,Herbal Tea,It020,Drinks,
236,Cappuccino,It001,Drinks,Medium
236,Flat White,It003,Drinks,
236,Cheesecake,It018,Bakery,
237,Tramisu,It023,Bakery,
237,White Mocha,It007,Drinks,Medium
237,Brownie,It016,Bakery,
238,Sandwich Salami&Mozzarella,It013,Bakery,
238,Latte,It002,Drinks,Medium
238,Espresso,It005,Drinks,
239,Caramel Macchiato,It004,Drinks,Medium
239,Croissant,It015,Bakery,
240,Lemonade,It012,Drinks,Medium
240,Herbal Tea,It020,Drinks,
240,Tramisu,It023,Bakery,
241,Cookie,It017,Bakery,
241,Brownie,It016,Bakery,
241,Toast,It014,Bakery,
241,Apple Pie,It025,Bakery,
